year,state,legal1820,dtype,agegr,count,pop,age,legal,beertaxa,beerpercap,winepercap,spiritpercap,totpercap,mrate
1990,5,0,suicide,21-24 yrs,27,128067,22.482162,1,.19127774,1.12,.13,.61000001,1.86,21.082714
1990,5,0,homicide,21-24 yrs,23,128067,22.482162,1,.19127774,1.12,.13,.61000001,1.86,17.959349
1990,5,0,other external,21-24 yrs,21,128067,22.482162,1,.19127774,1.12,.13,.61000001,1.86,16.397667
1990,5,0,internal,21-24 yrs,35,128067,22.482162,1,.19127774,1.12,.13,.61000001,1.86,27.329445
1991,5,0,MVA,15-17 yrs,41,105146,16.012127,0,.18355361,1.12,.11,.57999998,1.8099999,38.993401
1991,5,0,suicide,15-17 yrs,8,105146,16.012127,0,.18355361,1.12,.11,.57999998,1.8099999,7.6084681
1991,5,0,homicide,15-17 yrs,11,105146,16.012127,0,.18355361,1.12,.11,.57999998,1.8099999,10.461644
1991,5,0,other external,15-17 yrs,14,105146,16.012127,0,.18355361,1.12,.11,.57999998,1.8099999,13.314819
1991,5,0,internal,15-17 yrs,15,105146,16.012127,0,.18355361,1.12,.11,.57999998,1.8099999,14.265878
1991,5,0,all,18-20 yrs,144,109744,19.02729,0,.18355361,1.12,.11,.57999998,1.8099999,131.21446
1991,5,0,MVA,18-20 yrs,62,109744,19.02729,0,.18355361,1.12,.11,.57999998,1.8099999,56.495117
1991,5,0,suicide,18-20 yrs,14,109744,19.02729,0,.18355361,1.12,.11,.57999998,1.8099999,12.756962
1991,5,0,homicide,18-20 yrs,22,109744,19.02729,0,.18355361,1.12,.11,.57999998,1.8099999,20.046654
1991,5,0,other external,18-20 yrs,19,109744,19.02729,0,.18355361,1.12,.11,.57999998,1.8099999,17.313019
1991,5,0,internal,18-20 yrs,27,109744,19.02729,0,.18355361,1.12,.11,.57999998,1.8099999,24.602713
1991,5,0,all,21-24 yrs,182,130150,22.446585,1,.18355361,1.12,.11,.57999998,1.8099999,139.83865
1991,5,0,MVA,21-24 yrs,71,130150,22.446585,1,.18355361,1.12,.11,.57999998,1.8099999,54.552441
1991,5,0,suicide,21-24 yrs,22,130150,22.446585,1,.18355361,1.12,.11,.57999998,1.8099999,16.903572
1991,5,0,homicide,21-24 yrs,31,130150,22.446585,1,.18355361,1.12,.11,.57999998,1.8099999,23.81867
1991,5,0,other external,21-24 yrs,25,130150,22.446585,1,.18355361,1.12,.11,.57999998,1.8099999,19.208605
1991,5,0,internal,21-24 yrs,33,130150,22.446585,1,.18355361,1.12,.11,.57999998,1.8099999,25.35536
1992,5,0,MVA,15-17 yrs,42,107657,16.00248,0,.17818959,1.13,.12,.64999998,1.9,39.012791
1992,5,0,suicide,15-17 yrs,9,107657,16.00248,0,.17818959,1.13,.12,.64999998,1.9,8.3598833
1992,5,0,homicide,15-17 yrs,13,107657,16.00248,0,.17818959,1.13,.12,.64999998,1.9,12.075388
1992,5,0,other external,15-17 yrs,12,107657,16.00248,0,.17818959,1.13,.12,.64999998,1.9,11.146512
1992,5,0,internal,15-17 yrs,10,107657,16.00248,0,.17818959,1.13,.12,.64999998,1.9,9.2887592
1992,5,0,all,18-20 yrs,134,107546,19.01642,0,.17818959,1.13,.12,.64999998,1.9,124.59785
1992,5,0,MVA,18-20 yrs,56,107546,19.01642,0,.17818959,1.13,.12,.64999998,1.9,52.070744
1992,5,0,suicide,18-20 yrs,11,107546,19.01642,0,.17818959,1.13,.12,.64999998,1.9,10.228182
1992,5,0,homicide,18-20 yrs,28,107546,19.01642,0,.17818959,1.13,.12,.64999998,1.9,26.035372
1992,5,0,other external,18-20 yrs,21,107546,19.01642,0,.17818959,1.13,.12,.64999998,1.9,19.526527
1992,5,0,internal,18-20 yrs,18,107546,19.01642,0,.17818959,1.13,.12,.64999998,1.9,16.737024
1992,5,0,all,21-24 yrs,207,134125,22.430031,1,.17818959,1.13,.12,.64999998,1.9,154.33365
1992,5,0,MVA,21-24 yrs,74,134125,22.430031,1,.17818959,1.13,.12,.64999998,1.9,55.172413
1992,5,0,suicide,21-24 yrs,26,134125,22.430031,1,.17818959,1.13,.12,.64999998,1.9,19.384903
1992,5,0,homicide,21-24 yrs,45,134125,22.430031,1,.17818959,1.13,.12,.64999998,1.9,33.550793
1992,5,0,other external,21-24 yrs,20,134125,22.430031,1,.17818959,1.13,.12,.64999998,1.9,14.911463
1992,5,0,internal,21-24 yrs,42,134125,22.430031,1,.17818959,1.13,.12,.64999998,1.9,31.314074
1993,5,0,MVA,15-17 yrs,31,108859,15.999788,0,.17301038,1.1,.11,.57999998,1.79,28.477205
1993,5,0,suicide,15-17 yrs,17,108859,15.999788,0,.17301038,1.1,.11,.57999998,1.79,15.616531
1993,5,0,homicide,15-17 yrs,12,108859,15.999788,0,.17301038,1.1,.11,.57999998,1.79,11.023434
1993,5,0,other external,15-17 yrs,18,108859,15.999788,0,.17301038,1.1,.11,.57999998,1.79,16.535151
1993,5,0,internal,15-17 yrs,29,108859,15.999788,0,.17301038,1.1,.11,.57999998,1.79,26.639965
1993,5,0,all,18-20 yrs,133,108328,19.000748,0,.17301038,1.1,.11,.57999998,1.79,122.77528
1993,5,0,MVA,18-20 yrs,57,108328,19.000748,0,.17301038,1.1,.11,.57999998,1.79,52.617973
1993,5,0,suicide,18-20 yrs,16,108328,19.000748,0,.17301038,1.1,.11,.57999998,1.79,14.769958
1993,5,0,homicide,18-20 yrs,27,108328,19.000748,0,.17301038,1.1,.11,.57999998,1.79,24.924303
1993,5,0,other external,18-20 yrs,13,108328,19.000748,0,.17301038,1.1,.11,.57999998,1.79,12.00059
1993,5,0,internal,18-20 yrs,20,108328,19.000748,0,.17301038,1.1,.11,.57999998,1.79,18.462448
1993,5,0,all,21-24 yrs,196,137945,22.460981,1,.17301038,1.1,.11,.57999998,1.79,142.08562
1993,5,0,MVA,21-24 yrs,61,137945,22.460981,1,.17301038,1.1,.11,.57999998,1.79,44.220524
1993,5,0,suicide,21-24 yrs,30,137945,22.460981,1,.17301038,1.1,.11,.57999998,1.79,21.747799
1993,5,0,homicide,21-24 yrs,39,137945,22.460981,1,.17301038,1.1,.11,.57999998,1.79,28.272137
1993,5,0,other external,21-24 yrs,21,137945,22.460981,1,.17301038,1.1,.11,.57999998,1.79,15.223458
1993,5,0,internal,21-24 yrs,45,137945,22.460981,1,.17301038,1.1,.11,.57999998,1.79,32.621696
1994,5,0,MVA,15-17 yrs,50,111595,16.005968,0,.16869096,1.0599999,.13,.46000001,1.65,44.804874
1994,5,0,suicide,15-17 yrs,15,111595,16.005968,0,.16869096,1.0599999,.13,.46000001,1.65,13.441463
1994,5,0,homicide,15-17 yrs,18,111595,16.005968,0,.16869096,1.0599999,.13,.46000001,1.65,16.129755
1994,5,0,other external,15-17 yrs,12,111595,16.005968,0,.16869096,1.0599999,.13,.46000001,1.65,10.75317
1994,5,0,internal,15-17 yrs,18,111595,16.005968,0,.16869096,1.0599999,.13,.46000001,1.65,16.129755
1994,5,0,all,18-20 yrs,125,108711,19.006357,0,.16869096,1.0599999,.13,.46000001,1.65,114.98376
1994,5,0,MVA,18-20 yrs,48,108711,19.006357,0,.16869096,1.0599999,.13,.46000001,1.65,44.153767
1994,5,0,suicide,18-20 yrs,19,108711,19.006357,0,.16869096,1.0599999,.13,.46000001,1.65,17.477531
1994,5,0,homicide,18-20 yrs,22,108711,19.006357,0,.16869096,1.0599999,.13,.46000001,1.65,20.237143
1994,5,0,other external,18-20 yrs,17,108711,19.006357,0,.16869096,1.0599999,.13,.46000001,1.65,15.637792
1994,5,0,internal,18-20 yrs,19,108711,19.006357,0,.16869096,1.0599999,.13,.46000001,1.65,17.477531
1994,5,0,all,21-24 yrs,193,139121,22.497229,1,.16869096,1.0599999,.13,.46000001,1.65,138.72816
1994,5,0,MVA,21-24 yrs,63,139121,22.497229,1,.16869096,1.0599999,.13,.46000001,1.65,45.284321
1994,5,0,suicide,21-24 yrs,33,139121,22.497229,1,.16869096,1.0599999,.13,.46000001,1.65,23.720358
1994,5,0,homicide,21-24 yrs,36,139121,22.497229,1,.16869096,1.0599999,.13,.46000001,1.65,25.876755
1994,5,0,other external,21-24 yrs,23,139121,22.497229,1,.16869096,1.0599999,.13,.46000001,1.65,16.532372
1994,5,0,internal,21-24 yrs,38,139121,22.497229,1,.16869096,1.0599999,.13,.46000001,1.65,27.314352
1995,5,0,MVA,15-17 yrs,43,115159,15.982529,0,.164042,1.08,.12,.50999999,1.7,37.33968
1995,5,0,suicide,15-17 yrs,13,115159,15.982529,0,.164042,1.08,.12,.50999999,1.7,11.28874
1995,5,0,homicide,15-17 yrs,17,115159,15.982529,0,.164042,1.08,.12,.50999999,1.7,14.762198
1995,5,0,other external,15-17 yrs,10,115159,15.982529,0,.164042,1.08,.12,.50999999,1.7,8.6836462
1995,5,0,internal,15-17 yrs,12,115159,15.982529,0,.164042,1.08,.12,.50999999,1.7,10.420375
1995,5,0,all,18-20 yrs,158,110336,19.000708,0,.164042,1.08,.12,.50999999,1.7,143.19896
1995,5,0,MVA,18-20 yrs,76,110336,19.000708,0,.164042,1.08,.12,.50999999,1.7,68.880508
1995,5,0,suicide,18-20 yrs,22,110336,19.000708,0,.164042,1.08,.12,.50999999,1.7,19.939095
1995,5,0,homicide,18-20 yrs,30,110336,19.000708,0,.164042,1.08,.12,.50999999,1.7,27.189674
1995,5,0,other external,18-20 yrs,13,110336,19.000708,0,.164042,1.08,.12,.50999999,1.7,11.782192
1995,5,0,internal,18-20 yrs,17,110336,19.000708,0,.164042,1.08,.12,.50999999,1.7,15.407482
1995,5,0,all,21-24 yrs,169,138099,22.507368,1,.164042,1.08,.12,.50999999,1.7,122.37598
1995,5,0,MVA,21-24 yrs,52,138099,22.507368,1,.164042,1.08,.12,.50999999,1.7,37.654148
1995,5,0,suicide,21-24 yrs,33,138099,22.507368,1,.164042,1.08,.12,.50999999,1.7,23.895901
1995,5,0,homicide,21-24 yrs,30,138099,22.507368,1,.164042,1.08,.12,.50999999,1.7,21.723547
1995,5,0,other external,21-24 yrs,18,138099,22.507368,1,.164042,1.08,.12,.50999999,1.7,13.034127
1995,5,0,internal,21-24 yrs,36,138099,22.507368,1,.164042,1.08,.12,.50999999,1.7,26.068254
1996,5,0,MVA,15-17 yrs,42,117837,15.989027,0,.15933716,1.1,.12,.52999997,1.75,35.642456
1996,5,0,suicide,15-17 yrs,15,117837,15.989027,0,.15933716,1.1,.12,.52999997,1.75,12.729448
1996,5,0,homicide,15-17 yrs,11,117837,15.989027,0,.15933716,1.1,.12,.52999997,1.75,9.3349285
1996,5,0,other external,15-17 yrs,15,117837,15.989027,0,.15933716,1.1,.12,.52999997,1.75,12.729448
1996,5,0,internal,15-17 yrs,16,117837,15.989027,0,.15933716,1.1,.12,.52999997,1.75,13.578078
1996,5,0,all,18-20 yrs,144,110961,18.996468,0,.15933716,1.1,.12,.52999997,1.75,129.77533
1996,5,0,MVA,18-20 yrs,55,110961,18.996468,0,.15933716,1.1,.12,.52999997,1.75,49.566963
1996,5,0,suicide,18-20 yrs,22,110961,18.996468,0,.15933716,1.1,.12,.52999997,1.75,19.826786
1996,5,0,homicide,18-20 yrs,26,110961,18.996468,0,.15933716,1.1,.12,.52999997,1.75,23.431656
1996,5,0,other external,18-20 yrs,17,110961,18.996468,0,.15933716,1.1,.12,.52999997,1.75,15.320699
1996,5,0,internal,18-20 yrs,24,110961,18.996468,0,.15933716,1.1,.12,.52999997,1.75,21.629221
1996,5,0,all,21-24 yrs,186,136690,22.483093,1,.15933716,1.1,.12,.52999997,1.75,136.07433
1996,5,0,MVA,21-24 yrs,64,136690,22.483093,1,.15933716,1.1,.12,.52999997,1.75,46.821274
1996,5,0,suicide,21-24 yrs,27,136690,22.483093,1,.15933716,1.1,.12,.52999997,1.75,19.752726
1996,5,0,homicide,21-24 yrs,25,136690,22.483093,1,.15933716,1.1,.12,.52999997,1.75,18.28956
1996,5,0,other external,21-24 yrs,25,136690,22.483093,1,.15933716,1.1,.12,.52999997,1.75,18.28956
1996,5,0,internal,21-24 yrs,45,136690,22.483093,1,.15933716,1.1,.12,.52999997,1.75,32.921207
1970,6,0,MVA,15-17 yrs,341,1112745,15.990154,0,.10309278,1.1,.63,1.37,3.1099999,30.644938
1970,6,0,suicide,15-17 yrs,85,1112745,15.990154,0,.10309278,1.1,.63,1.37,3.1099999,7.6387672
1970,6,0,homicide,15-17 yrs,67,1112745,15.990154,0,.10309278,1.1,.63,1.37,3.1099999,6.0211458
1970,6,0,other external,15-17 yrs,197,1112745,15.990154,0,.10309278,1.1,.63,1.37,3.1099999,17.703966
1970,6,0,internal,15-17 yrs,277,1112745,15.990154,0,.10309278,1.1,.63,1.37,3.1099999,24.893394
1970,6,0,all,18-20 yrs,1661,1067922,19.005005,0,.10309278,1.1,.63,1.37,3.1099999,155.53571
1970,6,0,MVA,18-20 yrs,580,1067922,19.005005,0,.10309278,1.1,.63,1.37,3.1099999,54.311081
1970,6,0,suicide,18-20 yrs,228,1067922,19.005005,0,.10309278,1.1,.63,1.37,3.1099999,21.349874
1970,6,0,homicide,18-20 yrs,141,1067922,19.005005,0,.10309278,1.1,.63,1.37,3.1099999,13.203212
1970,6,0,other external,18-20 yrs,354,1067922,19.005005,0,.10309278,1.1,.63,1.37,3.1099999,33.148487
1970,6,0,internal,18-20 yrs,358,1067922,19.005005,0,.10309278,1.1,.63,1.37,3.1099999,33.523048
1970,6,0,all,21-24 yrs,2131,1384349,22.442261,1,.10309278,1.1,.63,1.37,3.1099999,153.93517
1970,6,0,MVA,21-24 yrs,689,1384349,22.442261,1,.10309278,1.1,.63,1.37,3.1099999,49.770687
1970,6,0,suicide,21-24 yrs,329,1384349,22.442261,1,.10309278,1.1,.63,1.37,3.1099999,23.765684
1970,6,0,homicide,21-24 yrs,194,1384349,22.442261,1,.10309278,1.1,.63,1.37,3.1099999,14.013807
1970,6,0,other external,21-24 yrs,477,1384349,22.442261,1,.10309278,1.1,.63,1.37,3.1099999,34.456631
1970,6,0,internal,21-24 yrs,442,1384349,22.442261,1,.10309278,1.1,.63,1.37,3.1099999,31.928366
1971,6,0,MVA,15-17 yrs,395,1138589,15.991659,0,.098765433,1.13,.68000001,1.38,3.1900001,34.692062
1971,6,0,suicide,15-17 yrs,81,1138589,15.991659,0,.098765433,1.13,.68000001,1.38,3.1900001,7.1140685
1971,6,0,homicide,15-17 yrs,89,1138589,15.991659,0,.098765433,1.13,.68000001,1.38,3.1900001,7.8166924
1971,6,0,other external,15-17 yrs,201,1138589,15.991659,0,.098765433,1.13,.68000001,1.38,3.1900001,17.653429
1971,6,0,internal,15-17 yrs,281,1138589,15.991659,0,.098765433,1.13,.68000001,1.38,3.1900001,24.679668
1971,6,0,all,18-20 yrs,1615,1127057,18.996286,0,.098765433,1.13,.68000001,1.38,3.1900001,143.29355
1971,6,0,MVA,18-20 yrs,567,1127057,18.996286,0,.098765433,1.13,.68000001,1.38,3.1900001,50.308014
1971,6,0,suicide,18-20 yrs,238,1127057,18.996286,0,.098765433,1.13,.68000001,1.38,3.1900001,21.116945
1971,6,0,homicide,18-20 yrs,148,1127057,18.996286,0,.098765433,1.13,.68000001,1.38,3.1900001,13.131545
1971,6,0,other external,18-20 yrs,354,1127057,18.996286,0,.098765433,1.13,.68000001,1.38,3.1900001,31.409237
1971,6,0,internal,18-20 yrs,308,1127057,18.996286,0,.098765433,1.13,.68000001,1.38,3.1900001,27.32781
1971,6,0,all,21-24 yrs,2283,1460248,22.551291,1,.098765433,1.13,.68000001,1.38,3.1900001,156.34331
1971,6,0,MVA,21-24 yrs,643,1460248,22.551291,1,.098765433,1.13,.68000001,1.38,3.1900001,44.033615
1971,6,0,suicide,21-24 yrs,349,1460248,22.551291,1,.098765433,1.13,.68000001,1.38,3.1900001,23.900049
1971,6,0,homicide,21-24 yrs,254,1460248,22.551291,1,.098765433,1.13,.68000001,1.38,3.1900001,17.394306
1971,6,0,other external,21-24 yrs,522,1460248,22.551291,1,.098765433,1.13,.68000001,1.38,3.1900001,35.747353
1971,6,0,internal,21-24 yrs,515,1460248,22.551291,1,.098765433,1.13,.68000001,1.38,3.1900001,35.267982
1972,6,0,MVA,15-17 yrs,454,1165220,15.983013,0,.095693782,1.17,.66000003,1.33,3.1600001,38.962601
1972,6,0,suicide,15-17 yrs,94,1165220,15.983013,0,.095693782,1.17,.66000003,1.33,3.1600001,8.0671463
1972,6,0,homicide,15-17 yrs,72,1165220,15.983013,0,.095693782,1.17,.66000003,1.33,3.1600001,6.1790905
1972,6,0,other external,15-17 yrs,166,1165220,15.983013,0,.095693782,1.17,.66000003,1.33,3.1600001,14.246237
1972,6,0,internal,15-17 yrs,268,1165220,15.983013,0,.095693782,1.17,.66000003,1.33,3.1600001,22.999949
1972,6,0,all,18-20 yrs,1748,1168339,19.001753,0,.095693782,1.17,.66000003,1.33,3.1600001,149.61411
1972,6,0,MVA,18-20 yrs,662,1168339,19.001753,0,.095693782,1.17,.66000003,1.33,3.1600001,56.661636
1972,6,0,suicide,18-20 yrs,208,1168339,19.001753,0,.095693782,1.17,.66000003,1.33,3.1600001,17.803053
1972,6,0,homicide,18-20 yrs,218,1168339,19.001753,0,.095693782,1.17,.66000003,1.33,3.1600001,18.658968
1972,6,0,other external,18-20 yrs,312,1168339,19.001753,0,.095693782,1.17,.66000003,1.33,3.1600001,26.704578
1972,6,0,internal,18-20 yrs,348,1168339,19.001753,0,.095693782,1.17,.66000003,1.33,3.1600001,29.785875
1972,6,0,all,21-24 yrs,2284,1440046,22.492321,1,.095693782,1.17,.66000003,1.33,3.1600001,158.60605
1972,6,0,MVA,21-24 yrs,692,1440046,22.492321,1,.095693782,1.17,.66000003,1.33,3.1600001,48.05402
1972,6,0,suicide,21-24 yrs,360,1440046,22.492321,1,.095693782,1.17,.66000003,1.33,3.1600001,24.999201
1972,6,0,homicide,21-24 yrs,280,1440046,22.492321,1,.095693782,1.17,.66000003,1.33,3.1600001,19.443823
1972,6,0,other external,21-24 yrs,426,1440046,22.492321,1,.095693782,1.17,.66000003,1.33,3.1600001,29.582388
1972,6,0,internal,21-24 yrs,526,1440046,22.492321,1,.095693782,1.17,.66000003,1.33,3.1600001,36.526611
1973,6,0,MVA,15-17 yrs,367,1190568,15.989583,0,.090090089,1.1900001,.68000001,1.34,3.21,30.825623
1973,6,0,suicide,15-17 yrs,84,1190568,15.989583,0,.090090089,1.1900001,.68000001,1.34,3.21,7.0554557
1973,6,0,homicide,15-17 yrs,107,1190568,15.989583,0,.090090089,1.1900001,.68000001,1.34,3.21,8.9873066
1973,6,0,other external,15-17 yrs,208,1190568,15.989583,0,.090090089,1.1900001,.68000001,1.34,3.21,17.470654
1973,6,0,internal,15-17 yrs,275,1190568,15.989583,0,.090090089,1.1900001,.68000001,1.34,3.21,23.098219
1973,6,0,all,18-20 yrs,1688,1207953,19.017012,0,.090090089,1.1900001,.68000001,1.34,3.21,139.74054
1973,6,0,MVA,18-20 yrs,663,1207953,19.017012,0,.090090089,1.1900001,.68000001,1.34,3.21,54.886242
1973,6,0,suicide,18-20 yrs,194,1207953,19.017012,0,.090090089,1.1900001,.68000001,1.34,3.21,16.060228
1973,6,0,homicide,18-20 yrs,211,1207953,19.017012,0,.090090089,1.1900001,.68000001,1.34,3.21,17.467567
1973,6,0,other external,18-20 yrs,311,1207953,19.017012,0,.090090089,1.1900001,.68000001,1.34,3.21,25.746035
1973,6,0,internal,18-20 yrs,309,1207953,19.017012,0,.090090089,1.1900001,.68000001,1.34,3.21,25.580465
1973,6,0,all,21-24 yrs,2263,1476148,22.469761,1,.090090089,1.1900001,.68000001,1.34,3.21,153.30441
1973,6,0,MVA,21-24 yrs,647,1476148,22.469761,1,.090090089,1.1900001,.68000001,1.34,3.21,43.830292
1973,6,0,suicide,21-24 yrs,321,1476148,22.469761,1,.090090089,1.1900001,.68000001,1.34,3.21,21.745787
1973,6,0,homicide,21-24 yrs,270,1476148,22.469761,1,.090090089,1.1900001,.68000001,1.34,3.21,18.29085
1973,6,0,other external,21-24 yrs,517,1476148,22.469761,1,.090090089,1.1900001,.68000001,1.34,3.21,35.02359
1973,6,0,internal,21-24 yrs,508,1476148,22.469761,1,.090090089,1.1900001,.68000001,1.34,3.21,34.413895
1974,6,0,MVA,15-17 yrs,346,1211541,16.004696,0,.081135899,1.3,.68000001,1.35,3.3299999,28.55867
1974,6,0,suicide,15-17 yrs,77,1211541,16.004696,0,.081135899,1.3,.68000001,1.35,3.3299999,6.3555422
1974,6,0,homicide,15-17 yrs,113,1211541,16.004696,0,.081135899,1.3,.68000001,1.35,3.3299999,9.3269644
1974,6,0,other external,15-17 yrs,191,1211541,16.004696,0,.081135899,1.3,.68000001,1.35,3.3299999,15.765046
1974,6,0,internal,15-17 yrs,216,1211541,16.004696,0,.081135899,1.3,.68000001,1.35,3.3299999,17.828533
1974,6,0,all,18-20 yrs,1631,1230473,19.017159,0,.081135899,1.3,.68000001,1.35,3.3299999,132.55066
1974,6,0,MVA,18-20 yrs,558,1230473,19.017159,0,.081135899,1.3,.68000001,1.35,3.3299999,45.348415
1974,6,0,suicide,18-20 yrs,186,1230473,19.017159,0,.081135899,1.3,.68000001,1.35,3.3299999,15.116138
1974,6,0,homicide,18-20 yrs,211,1230473,19.017159,0,.081135899,1.3,.68000001,1.35,3.3299999,17.147877
1974,6,0,other external,18-20 yrs,339,1230473,19.017159,0,.081135899,1.3,.68000001,1.35,3.3299999,27.550381
1974,6,0,internal,18-20 yrs,337,1230473,19.017159,0,.081135899,1.3,.68000001,1.35,3.3299999,27.387842
1974,6,0,all,21-24 yrs,2258,1541502,22.453896,1,.081135899,1.3,.68000001,1.35,3.3299999,146.48051
1974,6,0,MVA,21-24 yrs,567,1541502,22.453896,1,.081135899,1.3,.68000001,1.35,3.3299999,36.782307
1974,6,0,suicide,21-24 yrs,357,1541502,22.453896,1,.081135899,1.3,.68000001,1.35,3.3299999,23.159231
1974,6,0,homicide,21-24 yrs,309,1541502,22.453896,1,.081135899,1.3,.68000001,1.35,3.3299999,20.045383
1974,6,0,other external,21-24 yrs,564,1541502,22.453896,1,.081135899,1.3,.68000001,1.35,3.3299999,36.587692
1974,6,0,internal,21-24 yrs,461,1541502,22.453896,1,.081135899,1.3,.68000001,1.35,3.3299999,29.905897
1975,6,0,MVA,15-17 yrs,317,1219627,16.003029,0,.074349441,1.27,.69999999,1.36,3.3299999,25.991552
1975,6,0,suicide,15-17 yrs,71,1219627,16.003029,0,.074349441,1.27,.69999999,1.36,3.3299999,5.8214521
1975,6,0,homicide,15-17 yrs,104,1219627,16.003029,0,.074349441,1.27,.69999999,1.36,3.3299999,8.5271969
1975,6,0,other external,15-17 yrs,140,1219627,16.003029,0,.074349441,1.27,.69999999,1.36,3.3299999,11.478919
1975,6,0,internal,15-17 yrs,243,1219627,16.003029,0,.074349441,1.27,.69999999,1.36,3.3299999,19.924124
1975,6,0,all,18-20 yrs,1641,1263879,19.008333,0,.074349441,1.27,.69999999,1.36,3.3299999,129.83838
1975,6,0,MVA,18-20 yrs,563,1263879,19.008333,0,.074349441,1.27,.69999999,1.36,3.3299999,44.545403
1975,6,0,suicide,18-20 yrs,175,1263879,19.008333,0,.074349441,1.27,.69999999,1.36,3.3299999,13.846262
1975,6,0,homicide,18-20 yrs,232,1263879,19.008333,0,.074349441,1.27,.69999999,1.36,3.3299999,18.356188
1975,6,0,other external,18-20 yrs,346,1263879,19.008333,0,.074349441,1.27,.69999999,1.36,3.3299999,27.376038
1975,6,0,internal,18-20 yrs,325,1263879,19.008333,0,.074349441,1.27,.69999999,1.36,3.3299999,25.714487
1975,6,0,all,21-24 yrs,2493,1616035,22.464403,1,.074349441,1.27,.69999999,1.36,3.3299999,154.26646
1975,6,0,MVA,21-24 yrs,648,1616035,22.464403,1,.074349441,1.27,.69999999,1.36,3.3299999,40.098141
1975,6,0,suicide,21-24 yrs,399,1616035,22.464403,1,.074349441,1.27,.69999999,1.36,3.3299999,24.69006
1975,6,0,homicide,21-24 yrs,305,1616035,22.464403,1,.074349441,1.27,.69999999,1.36,3.3299999,18.873354
1975,6,0,other external,21-24 yrs,599,1616035,22.464403,1,.074349441,1.27,.69999999,1.36,3.3299999,37.066029
1975,6,0,internal,21-24 yrs,542,1616035,22.464403,1,.074349441,1.27,.69999999,1.36,3.3299999,33.538879
1976,6,0,MVA,15-17 yrs,365,1241314,15.99395,0,.070298769,1.3200001,.69999999,1.34,3.3599999,29.404325
1976,6,0,suicide,15-17 yrs,76,1241314,15.99395,0,.070298769,1.3200001,.69999999,1.34,3.3599999,6.1225443
1976,6,0,homicide,15-17 yrs,103,1241314,15.99395,0,.070298769,1.3200001,.69999999,1.34,3.3599999,8.2976589
1976,6,0,other external,15-17 yrs,156,1241314,15.99395,0,.070298769,1.3200001,.69999999,1.34,3.3599999,12.567327
1976,6,0,internal,15-17 yrs,234,1241314,15.99395,0,.070298769,1.3200001,.69999999,1.34,3.3599999,18.850992
1976,6,0,all,18-20 yrs,1641,1296096,19.015434,0,.070298769,1.3200001,.69999999,1.34,3.3599999,126.61099
1976,6,0,MVA,18-20 yrs,616,1296096,19.015434,0,.070298769,1.3200001,.69999999,1.34,3.3599999,47.527344
1976,6,0,suicide,18-20 yrs,180,1296096,19.015434,0,.070298769,1.3200001,.69999999,1.34,3.3599999,13.88786
1976,6,0,homicide,18-20 yrs,229,1296096,19.015434,0,.070298769,1.3200001,.69999999,1.34,3.3599999,17.668444
1976,6,0,other external,18-20 yrs,298,1296096,19.015434,0,.070298769,1.3200001,.69999999,1.34,3.3599999,22.992125
1976,6,0,internal,18-20 yrs,318,1296096,19.015434,0,.070298769,1.3200001,.69999999,1.34,3.3599999,24.535219
1976,6,0,all,21-24 yrs,2452,1683419,22.480978,1,.070298769,1.3200001,.69999999,1.34,3.3599999,145.65596
